Term;Course #;Title`;Cross-listed Courses;Faculty;Method;Day and Time;Room;Enrollment;Combined Enrollment
0809F;ENGL-54-01;Language/Lit/Philosophy;;Andrew Parker;L/D;TTH 02:00PM-03:20PM;MERR 4;28;28
0809F;ENGL-59-01;Queer Fictions;;John Cameron;L/D;TTH 02:00PM-03:20PM;JOCH 21;17;17
0809F;ENGL-61-01;Studies in American Lit;;Barry O'Connell;L/D;WF 12:30PM-01:50PM;MERR 401;14;14
0809F;ENGL-74-01;Graphic Novel;;Alexander Chee;L/D;MW 12:30PM-01:50PM;MERR 314;16;16
0809F;ENGL-82-01;Intro: Video Production;;Bernadine Mellis;L/D;TH 02:00PM-05:00PM;SMUD 002;12;12
0809F;ENGL-84-01;Cinema and New Media;;Dale Hudson;L/D;TTH 02:00PM-03:20PM;MERR 401;18;18
0809F;ENGL-84-02;Romance in Film;;Helen von Schmidt;L/D;TTH 11:30AM-12:50PM;MERR 4;47;47
0809F;ENGL-95-01;National & Global Cinema;;Dale Hudson;L/D;TTH 10:00AM-11:20AM;CONV 209;14;14
0809F;ENGL-95-02;Rotten English;ENGL-95-02,BLST-66-01;Marisa Parham;L/D;TTH 08:30AM-09:50AM;FAYE 217A;14;16
0809F;ENGL-95-03;Vladimir Nabokov;RUSS-25-01,ENGL-95-03;Dale Peterson;L/D;TTH 11:30AM-12:50PM;MERR 403;12;21
0809F;ENGL-95-04;Donne/Herbrt/Marvl/Miltn;;David Sofield  Richard Wilbur;L/D;TTH 11:30AM-12:50PM;WEBS 217;20;20
0809F;ENGL-95-04;Donne/Herbrt/Marvl/Miltn;;David Sofield  Richard Wilbur;L/D;TTH 11:30AM-12:50PM;WEBS 217;20;20
0809F;ENGL-95-05;Theater & Anthropology;;Jennifer Cayer;L/D;TTH 11:30AM-12:50PM;CHAP 201;3;3
0809F;ENST-21-01;Ecology;BIOL-23-01,ENST-21-01;Ethan Temeles;L/D;MWF 12:00PM-12:50PM;MERR 3;22;55
0809F;ENST-22-01;Western Environmentalism;HIST-01-01,ENST-22-01;Jill Payne;L/D;MW 12:30PM-01:50PM;CHAP 201;12;34
0809F;ENST-24-01;Intro to Statistics;MATH-17-01,ENST-24-01;Amy Wagaman;LEC;MW 09:00AM-09:50AM;SMUD 207;5;25
0809F;ENST-51-01;Invasive Species;;Ethan Temeles;L/D;W 02:00PM-05:00PM;MCLS 230;9;9
0809F;ENST-70-01;Senior Seminar;;Jan Dizard  Katharine Sims;TUT;TTH 10:00AM-11:20AM;MCLS 230;7;7
0809F;ENST-70-01;Senior Seminar;;Jan Dizard  Katharine Sims;TUT;TTH 10:00AM-11:20AM;MCLS 230;7;7
0809F;EUST-21-01;European Tradition I;;Robert Doran;L/D;TTH 02:00PM-03:20PM;CHAP 210;11;11
0809F;EUST-24-01;Poetic Translation;;James Maraniss;L/D;TTH 10:00AM-11:20AM;CONV 302;17;17
0809F;EUST-25-01;Lit & Theories of Avant-Garde;;George Katsaros;L/D;MW 12:30PM-01:50PM;FAYE 115;21;21
0809F;EUST-47-01;God;;Ilan Stavchansky;L/D;TTH 11:30AM-12:50PM;FAYE 115;40;40
0809F;EUST-50-01;Cityscapes;;Ronald Rosbottom;L/D;MW 02:00PM-03:20PM;FAYE 113;28;28
0809F;FREN-01-01;Elementary French;;Aida Nawar;L/D;MWF 10:00AM-10:50AM;CHAP 103;15;15
0809F;FREN-01-02;Elementary French;;Aida Nawar;L/D;MWF 11:00AM-11:50AM;CHAP 103;10;10
0809F;FREN-03-01;Intermediate French;;Aida Nawar;L/D;MWF 12:00PM-12:50PM;CHAP 103;8;8
0809F;FREN-05-01;Language and Literature;;Raina Uhden;L/D;MWF 10:00AM-10:50AM;CHAP 205;12;12
0809F;FREN-05-02;Language and Literature;;Raina Uhden;L/D;MWF 11:00AM-11:50AM;CHAP 205;9;9
0809F;FREN-07-01;Intro French Lit & Cult;;Jay Caplan;L/D;MW 02:00PM-03:20PM;CHAP 210;6;6
0809F;FREN-07-02;Intro French Lit & Cult;;Leah Hewitt;L/D;MWF 11:00AM-11:50AM;CONV 304;19;19
0809F;FREN-08-01;French Conversation;;Rosalina de la Carrera;L/D;MWF 11:00AM-11:50AM;CHAP 210;15;15
0809F;FREN-08-02;French Conversation;;Paul Rockwell;L/D;MWF 10:00AM-10:50AM;FAYE 113;13;13
0809F;FREN-24-01;Romance Lit & Culture;;Paul Rockwell;L/D;MWF 11:00AM-11:50AM;FAYE 113;19;19
0809F;FREN-30-01;17th & 18th-Cent Genres;;Jay Caplan;L/D;MW 12:30PM-01:50PM;FAYE 113;16;16
0809F;FREN-38-01;Republic of Letters;;Rosalina de la Carrera;L/D;MWF 10:00AM-10:50AM;CHAP 210;13;13
0809F;FREN-50-01;Contemporary French Lit;;Leah Hewitt;L/D;MWF 10:00AM-10:50AM;CONV 304;14;14
0809F;FYSE-01-01;The Value of Nature;;Joseph Moore;L/D;TTH 11:30AM-12:50PM;CHAP 204;16;16
0809F;FYSE-02-01;Genes/Genomes/Society;;Anthony Bishop;L/D;TTH 11:30AM-12:50PM;MERR 401;16;16
0809F;FYSE-02-02;Genes/Genomes/Society;;Patricia O'Hara;L/D;TTH 11:30AM-12:50PM;MCLS 428;16;16
0809F;FYSE-03-01;Encounters W/ Eurasia;;Dale Peterson;L/D;MW 08:30AM-09:50AM;WEBS 215;14;14
0809F;FYSE-04-01;Berlin, Metropolis;;Ute Brandes;L/D;TTH 11:30AM-12:50PM;CHAP 205;15;15
0809F;FYSE-05-01;Drugs: Hist, Soc, Cult;;Francis Couvares;L/D;TTH 11:30AM-12:50PM;CHAP 210;16;16
0809F;FYSE-06-01;MLK to Barack Obama;;David Wills;L/D;TTH 11:30AM-12:50PM;CHAP 103;16;16
0809F;FYSE-07-01;Telling Lives;;Martha Sandweiss;L/D;MW 08:30AM-09:50AM;CHAP 210;15;15
0809F;FYSE-08-01;Figures of Ill-Repute;;Timothy Van Compernolle;L/D;TTH 11:30AM-12:50PM;CHAP 119;16;16
0809F;FYSE-08-02;Figures of Ill-Repute;;Paola Zamperini;L/D;TTH 11:30AM-12:50PM;CHAP 101;16;16
0809F;FYSE-09-01;Citizenship & Nat'l Identity;;Norman Levin;L/D;TTH 11:30AM-12:50PM;MORG 111;16;16
0809F;FYSE-09-02;Citizenship & Nat'l Identity;;Pavel Machala;L/D;TTH 11:30AM-12:50PM;CONV 302;16;16
0809F;FYSE-10-01;Pariscape;;Ronald Rosbottom;L/D;TTH 11:30AM-12:50PM;CONV 308;16;16
0809F;FYSE-11-01;Decisions & Uncertainty;;Frank Westhoff;L/D;TTH 11:30AM-12:50PM;MERR 315;16;16
0809F;FYSE-13-01;Eros & Insight;;Joel Upton  Arthur Zajonc;L/D;TTH 11:30AM-12:50PM;FAYE 117;32;32
0809F;FYSE-13-01;Eros & Insight;;Joel Upton  Arthur Zajonc;L/D;TTH 11:30AM-12:50PM;FAYE 117;32;32
0809F;FYSE-14-01;The Unseen Universe;;George Greenstein;L/D;MW 02:30PM-05:00PM;WEBS 102;14;14
0809F;FYSE-15-01;Secrets and Lies;;Austin Sarat;L/D;MW 10:00AM-11:20AM;CLAR 100;15;15
0809F;FYSE-16-01;Hist & Memory: Lit & Photo;;Robert Hayashi;L/D;MW 08:30AM-09:50AM;CONV 302;15;15
0809F;FYSE-17-01;Big Books;;Andrew Parker;L/D;TTH 11:30AM-12:50PM;MCLS 230;16;16
0809F;FYSE-18-01;Arts of Spain;;Natasha Staller;L/D;TTH 11:30AM-12:50PM;FAYE 217A;16;16
0809F;FYSE-19-01;Growing Up in America;;Elizabeth Aries;L/D;TTH 11:30AM-12:50PM;BARR 102;16;16
0809F;FYSE-19-02;Growing Up in America;;Carol Clark;L/D;TTH 11:30AM-12:50PM;BARR 105;16;16
0809F;FYSE-20-01;Africa: Power/Reprsntatn;;Miriam Goheen;L/D;TTH 11:30AM-12:50PM;CHAP 203;16;16
0809F;FYSE-21-01;Science & Religion;;Scott Kaplan;LEC;MW 08:30AM-09:50AM;CONV 308;16;16
0809F;FYSE-22-01;Strange Russian Writers;;Catherine Ciepiela;L/D;TTH 11:30AM-12:50PM;WEBS 215;16;16
0809F;FYSE-23-01;Nazi Olympics;;Allen Guttmann;L/D;MWF 09:00AM-09:50AM;BARR 102;15;15
0809F;FYSE-24-01;Transformative Ideas;;Thomas Dumm;L/D;TTH 11:30AM-12:50PM;CLAR 100;17;17
0809F;GEOL-09-01;Environmental Science;;James Hagadorn;L/D;MW 08:30AM-09:50AM;MEAD 115;71;71
0809F;GEOL-11-03;Principles of Geology;;Peter Crowley;LEC;MWF 12:00PM-12:50PM;ESNH 107;16;16
0809F;GEOL-11-04;Principles of Geology;;Peter Crowley;LEC;MWF 12:00PM-12:50PM;ESNH 107;9;9
0809F;GEOL-11-05;Principles of Geology;;Peter Crowley;LEC;MWF 12:00PM-12:50PM;ESNH 107;4;4
0809F;GEOL-27-01;Paleontology;;James Hagadorn;LEC;MWF 11:00AM-11:50AM;ESNH 211;9;9
0809F;GEOL-29-01;Structural Geology;;Tekla Harms;LEC;MWF 10:00AM-10:50AM;ESNH 311;6;6
0809F;GEOL-30-01;Mineralogy;;John Cheney;LEC;MWF 09:00AM-09:50AM;ESNH 303;15;15
0809F;GEOL-40-01;Plate Tectonics;;Tekla Harms;LEC;TTH 10:00AM-11:20AM;ESNH 311;9;9
0809F;GEOL-45-01;Biogeochemistry;;Anna Martini;L/D;TTH 11:30AM-12:50PM;ESNH 203;9;9
0809F;GERM-01-01;Elementary German I;;Sigrit Schutz;L/D;MWF 10:00AM-10:50AM;CHAP 119;17;17
0809F;GERM-01-02;Elementary German I;;Sigrit Schutz;L/D;MWF 09:00AM-09:50AM;CHAP 203;5;5
0809F;GERM-05-01;Intermediate German;;Heidi Gilpin;L/D;MWF 10:00AM-10:50AM;CONV 302;3;3
0809F;GERM-12-01;Adv Read Convers/Style I;;Sigrit Schutz;L/D;MWF 11:00AM-11:50AM;CHAP 119;7;7
0809F;GERM-15-01;Cultural History to 1800;;Christian Rogowski;L/D;TTH 10:00AM-11:20AM;CHAP 119;5;5
0809F;GERM-25-01;Romantic Couples;;Ute Brandes;L/D;MW 02:00PM-03:20PM;CHAP 119;7;7
0809F;GERM-54-01;Nietzsche and Freud;;Christian Rogowski;L/D;TTH 02:00PM-03:20PM;CHAP 119;10;10
0809F;GERM-63-01;Traumatic Events;;Heidi Gilpin;L/D;MW 12:30PM-01:50PM;CONV 302;8;8
0809F;GREE-01-01;Intro Greek Language;;Rebecca Sinos;L/D;MWF 10:00AM-10:50AM;CHAP 204;4;4
0809F;GREE-15-01;Intro to Greek Tragedy;;Dale Sinos;L/D;MWF 11:00AM-11:50AM;MCLS 428;5;5
0809F;GREE-17-01;Reading the New Testament;;Dale Sinos;L/D;MWF 12:00PM-12:50PM;MCLS 428;5;5
0809F;GREE-41-01;Homeric Hymns;;Rebecca Sinos;L/D;MWF 12:00PM-12:50PM;CONV 208;3;3
0809F;HIST-01-01;Western Environmentalism;HIST-01-01,ENST-22-01;Jill Payne;L/D;MW 12:30PM-01:50PM;CHAP 201;22;34
0809F;HIST-02-01;Europe in 19th Century;;Michal Shapira;L/D;TTH 02:00PM-03:20PM;BARR 102;13;13
0809F;HIST-03-01;Europe in 20th Century;;Catherine Epstein;LEC;MW 01:00PM-01:50PM;ESNH 107;25;25
0809F;HIST-03-02;Europe in 20th Century;;Catherine Epstein;LEC;MW 01:00PM-01:50PM;ESNH 107;23;23
0809F;HIST-10-01;20th-Century America;;Francis Couvares;L/D;MWF 09:00AM-09:50AM;CHAP 201;39;39
0809F;HIST-11-01;Blk Diaspora/ Hait Revolut;BLST-21-01,HIST-11-01;Jose Castro Alves;L/D;TTH 10:00AM-11:20AM;COOP 101;6;7
0809F;HIST-14-01;Dem in Mod Latin America;;Rick Lopez;L/D;MW 12:30PM-01:50PM;CHAP 101;30;30
0809F;HIST-15-01;Chinese Civilization;HIST-15-01,ASLC-24-01;Jerry Dennerline;L/D;TTH 02:00PM-03:20PM;CONV 302;8;9
0809F;HIST-20-01;Middle East 1800-Present;HIST-20-01,ASLC-48-01;Monica Ringer;L/D;TTH 02:00PM-03:20PM;CONV 308;16;19
0809F;HIST-31-01;The Holocaust;;Par Frohnert;L/D;TTH 10:00AM-11:20AM;CONV 308;18;18
0809F;HIST-32-01;Era of French Revolution;;Robert Bezucha;L/D;TTH 11:30AM-12:50PM;MEAD 115;47;47
0809F;HIST-41-01;Slave Trade-Reconstructn;BLST-57-01,HIST-41-01;Hilary Moss;L/D;TTH 02:00PM-03:20PM;WEBS 217;14;24
0809F;HIST-49-01;Amer Diplomacy: Case Studies;HIST-49-01,POSC-46-01;Norman Levin  Pavel Machala;L/D;W 02:00PM-04:30PM;MORG 111;15;31
0809F;HIST-49-01;Amer Diplomacy: Case Studies;HIST-49-01,POSC-46-01;Norman Levin  Pavel Machala;L/D;W 02:00PM-04:30PM;MORG 111;15;31
0809F;HIST-57-01;China in the World;HIST-57-01,ASLC-49-01;Jerry Dennerline;L/D;TTH 10:00AM-11:20AM;CHAP 210;9;15
0809F;HIST-60-01;Early Islam;HIST-60-01,ASLC-55-01;Monica Ringer;L/D;TTH 11:30AM-12:50PM;CONV 208;7;8
0809F;HIST-63-01;Africa Before Eur Conqst;HIST-63-01,BLST-48-01;Sean Redding;L/D;TTH 10:00AM-11:20AM;CHAP 101;21;26
0809F;HIST-65-01;African Environmental Hist;;Jill Payne;L/D;TTH 11:30AM-12:50PM;ESNH 107;36;36
0809F;HIST-71-01;Experimental History;;Hilary Moss  Martha Sandweiss;L/D;W 02:00PM-04:30PM;CONV 308;12;12
0809F;HIST-71-01;Experimental History;;Hilary Moss  Martha Sandweiss;L/D;W 02:00PM-04:30PM;CONV 308;12;12
0809F;HIST-72-01;History of Childhood;;Michal Shapira;L/D;TTH 10:00AM-11:20AM;CHAP 103;8;8
0809F;HIST-75-01;Modern European History;;Robert Bezucha;L/D;MW 02:00PM-03:20PM;CHAP 204;9;9
0809F;HIST-80-01;Affirmative Action Empire;;Sergey Glebov;L/D;TTH 11:30AM-12:50PM;MERR 314;8;8
0809F;HIST-87-01;US Mexican Borderland;;Rick Lopez;L/D;MW 08:30AM-09:50AM;CHAP 119;8;8
0809F;HIST-89-01;Black Marxism;HIST-89-01,BLST-51-01;Jose Castro Alves;L/D;W 02:00PM-04:30PM;CLAR 100;6;16
0809F;HIST-92-01;Riot & Rebellion;HIST-92-01,BLST-50-01;Sean Redding;L/D;M 02:00PM-04:00PM;CHAP 205;11;16
0809F;HIST-95-01;Intro to Military Hist;;Kevin Sweeney;L/D;TH 02:00PM-05:00PM;CHAP 203;15;15
0809F;HIST-99-01;Writing the Past;;Margaret Hunt;L/D;MW 12:30PM-01:50PM;CHAP 204;18;18
0809F;JAPA-01-01;Intro to Japanese;;Ikumi Kayama  Wako Tawa;L/D;TTH 01:00PM-01:50PM;WEBS 101;10;10
0809F;JAPA-01-01;Intro to Japanese;;Ikumi Kayama  Wako Tawa;L/D;TTH 01:00PM-01:50PM;WEBS 101;10;10
0809F;JAPA-01-02;Intro to Japanese;;Ikumi Kayama  Wako Tawa;L/D;TTH 02:00PM-02:50PM;WEBS 101;11;11
0809F;JAPA-01-02;Intro to Japanese;;Ikumi Kayama  Wako Tawa;L/D;TTH 02:00PM-02:50PM;WEBS 101;11;11
0809F;JAPA-02H-01;Intro to Japanese II;;Wako Tawa;L/D;MW 12:00PM-12:50PM;WEBS 101;6;6
0809F;JAPA-05-01;Sophisticated Japanese;;Kozue Miyama  Wako Tawa;L/D;MW 10:00AM-10:50AM;WEBS 101;11;11
0809F;JAPA-05-01;Sophisticated Japanese;;Kozue Miyama  Wako Tawa;L/D;MW 10:00AM-10:50AM;WEBS 101;11;11
0809F;JAPA-05-02;Sophisticated Japanese;;Kozue Miyama  Wako Tawa;L/D;MW 11:00AM-11:50AM;WEBS 101;11;11
0809F;JAPA-05-02;Sophisticated Japanese;;Kozue Miyama  Wako Tawa;L/D;MW 11:00AM-11:50AM;WEBS 101;11;11
0809F;JAPA-11-01;Japanese Writing & Film;;Wako Tawa  Kozue Miyama;L/D;MW 02:00PM-03:20PM;WEBS 101;16;16
0809F;JAPA-11-01;Japanese Writing & Film;;Wako Tawa  Kozue Miyama;L/D;MW 02:00PM-03:20PM;WEBS 101;16;16
0809F;JAPA-13-01;Intro Theme Read & Write;;Fumiko Brown  Wako Tawa;L/D;F 02:00PM-04:00PM;WEBS 101;9;9
0809F;JAPA-13-01;Intro Theme Read & Write;;Fumiko Brown  Wako Tawa;L/D;F 02:00PM-04:00PM;WEBS 101;9;9
0809F;JAPA-15-01;Intro Great Books & Films;;Wako Tawa;L/D;F 02:00PM-04:00PM;WEBS 101;1;1
0809F;LATI-01-01;Latin Lang and Lit;;Luca Grillo;L/D;MWF 01:00PM-01:50PM;CONV 208;14;14
0809F;LATI-15-01;Catullus & Lyric Spirit;;Luca Grillo;L/D;MWF 09:00AM-09:50AM;MCLS 428;5;5
0809F;LATI-41-01;Virgil's Aeneid;;Christopher Trinacty;L/D;TTH 02:00PM-03:20PM;CONV 208;10;10
0809F;LJST-01-01;Social Organizatn of Law;LJST-01-01,POSC-18-01;Austin Sarat;L/D;MW 02:00PM-03:20PM;CONV 108;98;123
0809F;LJST-07-01;The Trial;;Martha Umphrey;L/D;TTH 10:00AM-11:20AM;MEAD 115;42;42
0809F;LJST-09-01;Utopia & Dystopia;;Ethan MacAdam;L/D;MWF 09:00AM-09:50AM;CHAP 204;11;11
0809F;LJST-24-01;Law & Social Relations;;Martha Umphrey;L/D;TTH 02:00PM-03:20PM;FAYE 113;13;13
0809F;LJST-31-01;Social Movements & Change;;David Delaney;L/D;MWF 10:00AM-10:50AM;CONV 209;17;17
0809F;LJST-33-01;The Social Contract;;Ethan MacAdam;L/D;MW 02:00PM-03:20PM;SMUD 205;1;1
0809F;LJST-40-01;Law, God & Modernity;;Nasser Hussain;L/D;MW 12:30PM-01:50PM;BARR 102;23;23
0809F;LJST-48-01;Law and War;;Nasser Hussain;L/D;T 02:00PM-04:30PM;CHAP 204;17;17
0809F;LJST-50-01;American Legal Theory;;David Delaney;L/D;M 02:00PM-04:30PM;CLAR 100;16;16
0809F;MATH-05-01;Calculus With Algebra;;David Cox;LEC;MWF 10:00AM-10:50AM;SMUD 206;23;23
0809F;MATH-11-01;Intro to the Calculus;;John Condon;L/D;MWTHF 10:00AM-10:50AM;SMUD 205;35;35
0809F;MATH-11-02;Intro to the Calculus;;John Condon;LEC;MWF 11:00AM-11:50AM;SMUD 206;23;23
0809F;MATH-11-03;Intro to the Calculus;;Robert Benedetto;LEC;MWF 09:00AM-09:50AM;SMUD 206;21;21
0809F;MATH-11-04;Intro to the Calculus;;Norton Starr;L/D;MWTHF 01:00PM-01:50PM;SMUD 205;24;24
0809F;MATH-12-01;Intermediate Calculus;;David Armacost;L/D;MTWF 09:00AM-09:50AM;SMUD 204;22;22
0809F;MATH-12-02;Intermediate Calculus;;David Armacost;LEC;MWF 10:00AM-10:50AM;SMUD 204;19;19
0809F;MATH-12-03;Intermediate Calculus;;Norton Starr;LEC;MWF 11:00AM-11:50AM;SMUD 205;27;27
0809F;MATH-13-01;Multivariable Calculus;;Benjamin Hutz;L/D;MWTHF 01:00PM-01:50PM;SMUD 204;28;28
0809F;MATH-13-02;Multivariable Calculus;;Tanya Leise;LEC;MWF 12:00PM-12:50PM;SMUD 206;22;22
0809F;MATH-14-01;Mathematical Modeling;;Tanya Leise;LEC;MWF 09:00AM-09:50AM;SMUD 205;9;9
0809F;MATH-17-01;Intro to Statistics;MATH-17-01,ENST-24-01;Amy Wagaman;LEC;MW 09:00AM-09:50AM;SMUD 207;20;25
0809F;MATH-21-01;Linear Algebra;;David Cox;L/D;MTWF 09:00AM-09:50AM;MERR 403;22;22
0809F;MATH-24-01;Theory of Numbers;;Benjamin Hutz;L/D;MWTHF 10:00AM-10:50AM;SMUD 207;6;6
0809F;MATH-29-01;Probability;;Amy Wagaman;LEC;MWF 11:00AM-11:50AM;SMUD 204;22;22
0809F;MATH-31-01;Functns Complex Variable;;Robert Benedetto;LEC;MWF 11:00AM-11:50AM;MERR 403;14;14
0809F;MATH-34-01;Mathematical Logic;;Daniel Velleman;L/D;MTWF 01:00PM-01:50PM;SMUD 202;10;10
0809F;MUSI-07-01;Music, Human & Cultrl Rights;;Jeffers Engelhardt;L/D;MW 02:00PM-03:20PM;ARMU 212;23;23
0809F;MUSI-09-01;Performance & Analysis I;;Jenny Kallick;L/D;MW 04:00PM-06:00PM;ARMU 212;4;4
0809F;MUSI-09H-01;Performance & Analysis I;;Jenny Kallick;L/D;MW 04:00PM-06:00PM;ARMU 212;0;0
0809F;MUSI-11-01;Introduction to Music;;Jeffers Engelhardt;L/D;MWF 10:00AM-10:50AM;ARMU 212;30;30
0809F;MUSI-12-01;Exploring Music;;Karen Rosenak;L/D;MWF 09:00AM-09:50AM;ARMU 212;13;13
0809F;MUSI-15-01;Bob Marley & Jamaican Music;MUSI-15-01,BLST-13-01;Jason Robinson;L/D;TTH 10:00AM-11:20AM;ARMU 212;23;36
0809F;MUSI-22-01;Music & Culture II;;Jenny Kallick;L/D;MW 12:30PM-01:50PM;ARMU 212;9;9
0809F;MUSI-31-01;Harmony & Countrpoint I;;Karen Rosenak;L/D;MWF 11:00AM-11:50AM;ARMU 212;9;9
0809F;MUSI-34-01;Twentieth-Cent Analysis;;Klara Moricz;L/D;TTH 10:00AM-11:20AM;MUSI 102;8;8
0809F;MUSI-35-01;Jazz Theory & Improvis I;;Bruce Diehl;L/D;MW 02:00PM-03:20PM;ARMU 7;7;7
0809F;MUSI-39-01;Improvised Music;;Jason Robinson;L/D;TTH 02:00PM-03:20PM;ARMU 212;11;11
0809F;MUSI-69-01;Composition I;;Eric Sawyer;L/D;TTH 11:30AM-12:50PM;ARMU 102;10;10
0809F;MUSI-71-01;Composition Seminar I;;Eric Sawyer;L/D;F 02:00PM-04:00PM;ARMU 102;8;8
0809F;PHIL-11-01;Intro to Philosophy;;Nishiten Shah;L/D;TTH 02:00PM-03:20PM;CONV 209;22;22
0809F;PHIL-13-01;Logic;;Alexander George;L/D;MWF 10:00AM-10:50AM;MERR 4;46;46
0809F;PHIL-17-01;Ancient Philosophy;;Jyl Gentzler;L/D;MWF 11:00AM-11:50AM;OCTA 201;23;23
0809F;PHIL-22-01;Cont Moral Problems;;Matthew Silverstein;L/D;MW 12:30PM-01:50PM;OCTA 201;24;24
0809F;PHIL-28-01;Choice/Chance/Conflict;;Joseph Moore;L/D;TTH 02:00PM-03:20PM;WEBS 220;32;32
0809F;PHIL-35-01;Theory of Knowledge;;Jonathan Vogel;L/D;TTH 02:00PM-03:20PM;COOP 201;10;10
0809F;PHIL-47-01;Hume's Masterpiece;;Jonathan Vogel;L/D;TTH 10:00AM-11:20AM;COOP 201;16;16
0809F;PHIL-64-01;Practical Reason;;Nishiten Shah;L/D;M 02:00PM-04:30PM;COOP 201;7;7
0809F;PHIL-68-01;Miracles;;Alexander George;L/D;W 02:00PM-04:30PM;COOP 201;3;3
0809F;PHYS-14-01;Relativity & Quantum Phys;;Kannan Jagannathan;L/D;MWF 01:00PM-01:50PM;MERR 3;30;30
0809F;PHYS-16-01;Mechanics & Wave Motion;;Nicholas Darnton;LEC;MWF 10:00AM-10:50AM;MERR 1;24;24
0809F;PHYS-16-02;Mechanics & Wave Motion;;Nicholas Darnton;LEC;MWF 10:00AM-10:50AM;MERR 1;20;20
0809F;PHYS-17-04;Electromagnetsm & Optics;;William Loinaz  Paul Bourgeois;LEC;MWF 10:00AM-10:50AM;MERR 2;23;23
0809F;PHYS-17-04;Electromagnetsm & Optics;;William Loinaz  Paul Bourgeois;LEC;MWF 10:00AM-10:50AM;MERR 2;23;23
0809F;PHYS-17-05;Electromagnetsm & Optics;;William Loinaz  Paul Bourgeois;LEC;MWF 10:00AM-10:50AM;MERR 2;9;9
0809F;PHYS-17-05;Electromagnetsm & Optics;;William Loinaz  Paul Bourgeois;LEC;MWF 10:00AM-10:50AM;MERR 2;9;9
0809F;PHYS-23-01;Newtonian Synthesis;;Kannan Jagannathan  Paul Bourgeois;LEC;MWF 10:00AM-10:50AM;MERR 3;23;23
0809F;PHYS-23-01;Newtonian Synthesis;;Kannan Jagannathan  Paul Bourgeois;LEC;MWF 10:00AM-10:50AM;MERR 3;23;23
0809F;PHYS-27-01;Method of Theoret Phys;;David Hall;LEC;MWF 11:00AM-11:50AM;MERR 211;17;17
0809F;PHYS-43-01;Dynamics;;William Loinaz;L/D;TTH 10:00AM-11:20AM;MERR 211;9;9
0809F;PHYS-47-01;Electromagnetic Theory I;;David Hall;L/D;MWF 01:00PM-01:50PM;MERR 211;9;9
0809F;PHYS-57-01;Astroparticle Physics;ASTR-57-01,PHYS-57-01;Lara Phillips;L/D;TTH 02:00PM-03:20PM;BARR 105;2;2
0809F;PICK-08-01;Conservation Biology;;Jan Dizard;L/D;MW 12:30PM-01:50PM;MCLS 230;5;5
0809F;POSC-18-01;Social Organizatn of Law;LJST-01-01,POSC-18-01;Austin Sarat;L/D;MW 02:00PM-03:20PM;CONV 108;25;123
0809F;POSC-23-01;The American Presidency;;Thomas Dumm;L/D;TTH 10:00AM-11:20AM;CONV 108;134;134
0809F;POSC-25-01;S American Film & Polit;SPAN-88-01,POSC-25-01;Javier Corrales  Lucia Suarez;L/D;T 10:00AM-11:20AM;CHAP 201;29;42
0809F;POSC-25-01;S American Film & Polit;SPAN-88-01,POSC-25-01;Javier Corrales  Lucia Suarez;L/D;T 10:00AM-11:20AM;CHAP 201;29;42
0809F;POSC-26-01;Politics/Cultures of Cities;;Doreen Lee;L/D;W 02:00PM-04:30PM;CHAP 205;16;16
0809F;POSC-42-01;American Constitution II;;Hadley Arkes;L/D;MW 02:00PM-03:20PM;OCTA 201;33;33
0809F;POSC-45-01;Contemporary Europe;;Ronald Tiersky;L/D;MW 02:00PM-03:20PM;CONV 209;26;26
0809F;POSC-46-01;Amer Diplomacy: Case Studies;HIST-49-01,POSC-46-01;Norman Levin  Pavel Machala;L/D;W 02:00PM-04:30PM;MORG 111;16;31
0809F;POSC-46-01;Amer Diplomacy: Case Studies;HIST-49-01,POSC-46-01;Norman Levin  Pavel Machala;L/D;W 02:00PM-04:30PM;MORG 111;16;31
0809F;POSC-79-01;Seminar in War and Peace;;Ronald Tiersky;L/D;TTH 11:30AM-12:50PM;CONV 209;26;26
0809F;POSC-82-01;Democracy/Human Rights;;Jon Western;L/D;T 02:00PM-04:30PM;MERR 403;20;20
0809F;POSC-87-01;Poltcl Thought: A Lincoln;;Hadley Arkes;L/D;TTH 11:30AM-12:50PM;OCTA 201;13;13
0809F;POSC-89-01;Mrkts/Democracy: Lat Am;;Javier Corrales;L/D;TTH 02:00PM-04:00PM;CHAP 101;15;15
0809F;POSC-91-01;Documenting Change-SE Asia;;Doreen Lee;L/D;MW 12:30PM-01:50PM;CLAR 100;8;8
0809F;PSYC-11-01;Intro to Psychology;;Catherine Sanderson;L/D;TTH 08:30AM-09:50AM;MEAD 115;178;178
0809F;PSYC-12-01;Biological Psych;;John-Paul Baird;L/D;MW 02:00PM-03:20PM;MERR 4;52;52
0809F;PSYC-17-01;Food & Eating Disorders;;John-Paul Baird;L/D;T 02:00PM-04:30PM;MERR 315;14;14
0809F;PSYC-21-01;Personality;;Amy Demorest;L/D;MW 12:30PM-01:50PM;JOCH 21;24;24
0809F;PSYC-22-01;Statis & Expermnt Design;;Matthew Schulkind;L/D;MW 12:30PM-01:50PM;MERR 315;31;31
0809F;PSYC-28-01;Abnormal Psychology;;Richard Halgin;L/D;MW 08:30AM-09:50AM;MERR 3;43;43
